,City,Lat,Lng,Temp,Humidity,Cloudiness,Wind Speed,Country,Date
435,sao filipe,14.9,-24.5,26.47,77,46,5.24,CV,1599145031
437,maningrida,-12.07,134.27,22.63,74,0,4.09,AU,1599145032
438,gao,16.64,1.64,34.24,38,80,4.82,ML,1599145032
439,kilinochchi,9.4,80.4,28.12,68,48,3.25,LK,1599145032
440,northam,51.03,-4.22,16.3,93,73,4.92,GB,1599145033
441,port augusta,-32.5,137.77,9.18,81,21,0.5,AU,1599145033
442,kainantu,-6.29,145.87,14.99,95,75,0.88,PG,1599145033
443,sundern,51.33,8,13.87,92,100,1.34,DE,1599145034
444,batemans bay,-35.72,150.18,13.06,79,99,0.89,AU,1599145034
445,la ronge,55.1,-105.28,8,75,20,5.7,CA,1599145035
446,key west,24.56,-81.78,32.38,70,40,6.7,US,1599145035
447,la asuncion,11.03,-63.86,26,94,99,1,VE,1599145036
448,tall kayf,37.08,41.07,41,8,0,7.2,TR,1599145036
449,labrea,-7.26,-64.8,33.43,46,85,0.6,BR,1599145036
450,sarahan,31.52,77.8,17.38,73,91,0.84,IN,1599145036
451,mackay,-21.15,149.2,16.43,93,99,1.5,AU,1599145037
452,bandundu,-3.32,17.37,33.63,39,49,0.88,CD,1599145037
453,hualmay,-11.1,-77.61,17.86,70,98,4.02,PE,1599144955
454,danville,36.59,-79.39,29.1,78,1,1.5,US,1599145037
455,ketchikan,55.34,-131.65,11.4,100,90,2.6,US,1599145038
456,lagoa,39.05,-27.98,22.92,75,0,0.8,PT,1599144975
458,severnyy,50.68,36.55,31,29,100,6,RU,1599145038
459,lyuban,52.8,28,19.24,69,100,2.12,BY,1599145039
460,penzberg,47.75,11.38,20.56,54,67,0.89,DE,1599145039
462,kavaratti,10.57,72.64,27.71,80,85,4.63,IN,1599145039
463,zyryanka,65.75,150.85,2.85,80,0,0.94,RU,1599145040
464,beyneu,45.32,55.2,28.96,17,0,5.15,KZ,1599145040
465,vagur,61.47,-6.81,11.23,77,57,10.74,FO,1599145040
466,sur,22.57,59.53,30.16,55,100,1.77,OM,1599145041
467,goderich,43.75,-81.72,22.04,59,99,9.28,CA,1599145041
468,bobovdol,42.37,23.02,27.24,44,82,6.2,BG,1599145041
469,tupiza,-21.45,-65.72,19.74,13,5,8.15,BO,1599145042
470,dunkwa,5.97,-1.78,30.3,57,33,2.42,GH,1599145042
471,zavet,43.77,26.67,32.02,22,82,3.45,BG,1599145042
472,progreso,21.28,-89.67,29.81,83,75,3.6,MX,1599145043
473,say,13.1,2.37,32,49,40,3.1,NE,1599145043
474,jaguarao,-32.57,-53.38,14.95,72,96,5.19,BR,1599145043
475,christchurch,-43.53,172.63,5.98,93,9,3.1,NZ,1599145044
476,nisia floresta,-6.09,-35.21,28.52,58,40,7.2,BR,1599145044
477,dunedin,-45.87,170.5,7.47,73,62,1.79,NZ,1599145044
478,muros,42.78,-9.06,22.78,65,0,2.24,ES,1599145045
479,rocha,-34.48,-54.33,11.09,80,88,6.05,UY,1599144978
480,eyl,7.98,49.82,25.84,74,4,11.69,SO,1599145045
481,surt,31.21,16.59,28.74,72,0,9.24,LY,1599145045
482,banjar,-8.19,114.97,25.79,81,60,1.44,ID,1599145046
483,broken hill,-31.95,141.43,13,32,58,1.5,AU,1599145038
484,sfantu gheorghe,45.87,25.78,17.78,81,100,2,RO,1599145046
485,hellin,38.51,-1.7,27.41,32,0,3.1,ES,1599145046
486,kurayoshi,35.43,133.82,27,74,20,4.1,JP,1599145047
487,tilichiki,60.47,166.1,4.16,92,44,2.3,RU,1599145047
488,faya,18.39,42.45,26.49,44,20,3.1,SA,1599145047
490,moose factory,51.26,-80.61,13,87,90,4.6,CA,1599145048
491,diamantino,-14.41,-56.45,36.94,15,1,2.91,BR,1599145021
492,victoria point,-27.58,153.3,19.02,70,1,0.45,AU,1599145048
493,los llanos de aridane,28.66,-17.92,25.1,65,20,4.1,ES,1599145049
494,soyo,-6.13,12.37,25,78,75,3.6,AO,1599144971
495,waingapu,-9.66,120.26,24.68,83,0,3.99,ID,1599144988
496,nha trang,12.25,109.18,29,83,20,1.5,VN,1599145049
498,ordynskoye,54.37,81.9,12.48,77,94,5.14,RU,1599145050
499,muskogee,35.58,-95.33,24.82,94,40,3.1,US,1599145050
500,shamary,57.34,58.22,7.28,76,0,2.66,RU,1599145050
501,ambulu,-8.35,113.61,24.65,91,30,3.34,ID,1599145051
502,belmonte,-15.86,-38.88,24,78,75,4.1,BR,1599145051
503,nchelenge,-9.35,28.73,27.99,35,0,2.81,ZM,1599145052
504,gol,60.7,8.95,10.29,62,100,2.75,NO,1599145052
505,virginia beach,36.85,-75.98,30.99,74,20,2.6,US,1599145052
506,baghdad,33.34,44.4,44,16,0,4.6,IQ,1599144773
507,katherine,-14.47,132.27,28,34,0,4.1,AU,1599145025
508,moron,-34.65,-58.62,10.84,79,19,0.45,AR,1599144561
509,bilecik,40,30.17,36.3,15,0,3.1,TR,1599145053
510,kangema,-0.68,36.97,16.67,74,95,2.68,KE,1599145053
511,tucson,32.22,-110.93,26.8,49,3,0.45,US,1599144900
512,camacari,-12.7,-38.32,27,69,40,5.7,BR,1599145054
513,walvis bay,-22.96,14.51,18,37,0,4.1,NA,1599145039
514,vila franca do campo,37.72,-25.43,24,73,75,3.6,PT,1599145054
515,urumqi,43.8,87.6,27.35,23,66,3,CN,1599144852
516,waddan,29.16,16.14,40.06,10,0,6.34,LY,1599145055
517,hashtgerd,35.96,50.69,30,16,20,4.1,IR,1599145055
518,berlevag,70.86,29.09,17,55,73,7.2,NO,1599145056
519,santa rita do passa quatro,-21.71,-47.48,29,35,0,4.1,BR,1599145056
520,mogadishu,2.04,45.34,27,61,20,9.3,SO,1599144946
521,nalut,30.33,10.85,41.33,8,31,4.9,LY,1599145056
522,shizuishan,39.23,106.77,22.95,21,0,4.74,CN,1599145057
523,umm kaddadah,13.6,26.69,31.8,38,81,1.31,SD,1599145057
524,kysyl-syr,63.9,122.76,12.07,91,99,1.53,RU,1599145058
525,kaeo,-35.1,173.78,6.67,3,2,2.24,NZ,1599145058
527,payo,-3.75,103.64,23.77,94,100,0.68,ID,1599145058
529,hoopstad,-27.83,25.91,27.06,19,0,3.93,ZA,1599145059
530,faridpur,23.6,89.83,30,62,40,2.1,BD,1599145059
531,muyezerskiy,63.93,31.65,17.26,68,72,3.47,RU,1599145059
532,moyale,3.52,39.06,25.25,44,2,5.91,KE,1599145061
533,bastrop,32.76,-91.87,27.51,74,40,1.5,US,1599145061
534,liverpool,53.41,-2.98,17.89,68,75,6.7,GB,1599145013
535,lompoc,34.64,-120.46,13.5,93,90,1.5,US,1599144873
538,portland,45.52,-122.68,16.61,82,1,1.5,US,1599144962
539,abashiri,44.02,144.27,18.17,87,0,6.56,JP,1599145062
540,ayan,56.45,138.17,11.28,90,100,0.5,RU,1599145063
541,gusau,12.16,6.66,29.67,59,99,2.12,NG,1599145063
542,dandong,40.13,124.39,15.67,93,45,1.97,CN,1599145063
543,delta del tigre,-34.76,-56.39,10.38,87,90,6.2,UY,1599145064
544,stege,54.99,12.28,18.89,56,100,6.72,DK,1599145064
545,boyuibe,-20.42,-63.28,17,48,1,1.84,BO,1599145064
546,tolstoy-yurt,43.44,45.77,29,42,53,7,RU,1599145065
547,alihe,50.57,123.72,12.94,92,100,4.99,CN,1599145065
548,yako,12.97,-2.27,30.2,60,78,3.33,BF,1599145066
549,binga,-17.62,27.34,27.13,38,0,3.71,ZW,1599145066
550,mitsamiouli,-11.38,43.28,25.04,73,47,4.38,KM,1599145067
551,mundra,22.85,69.73,28.91,72,82,4.45,IN,1599145067
552,fuerte olimpo,-21.04,-57.87,28.2,33,37,2.1,PY,1599145067
553,aasiaat,68.71,-52.87,2.43,79,0,6.72,GL,1599145068
554,sai buri,6.7,101.62,27.44,76,34,0.56,TH,1599145068
555,husavik,66.04,-17.34,7,87,90,8.7,IS,1599145068
556,iquitos,-3.75,-73.25,25,88,75,1,PE,1599145068
558,orlik,52.52,99.83,10.25,68,53,0.94,RU,1599145069
559,sobolevo,54.43,31.9,20.32,85,100,2.02,RU,1599145069
560,nemuro,43.32,145.57,15.53,92,4,4.42,JP,1599145069
561,pathein,16.78,94.73,26.48,86,89,0.95,MM,1599145070
562,ponta delgada,37.73,-25.67,24,73,75,3.6,PT,1599145070
563,krasnoselkup,65.7,82.47,9.43,70,45,3.97,RU,1599145070
564,pionerskiy,54.95,20.23,16.82,82,75,4,RU,1599145071
565,lewistown,40.6,-77.57,24.31,83,75,1.5,US,1599145071
566,varna,43.22,27.92,28.35,58,43,5.7,BG,1599144950
567,belle fourche,44.67,-103.85,14.3,44,1,4.6,US,1599145072
568,timizart,36.8,4.27,26.27,49,3,5.59,DZ,1599145072
569,hansot,21.58,72.8,29,79,20,1.07,IN,1599145072
570,giresun,40.5,38.5,26,100,4,4.6,TR,1599145051
571,white rock,49.02,-122.8,14.37,94,31,1.17,CA,1599145027
572,prince rupert,54.32,-130.32,14,87,90,4.6,CA,1599145073
573,grand gaube,-20.01,57.66,21.67,71,50,2.68,MU,1599144904
574,mount pleasant,32.79,-79.86,31.92,66,1,1.82,US,1599144777
575,nantucket,41.28,-70.1,21,94,90,3.1,US,1599145074
577,komsomolskiy,40.43,71.72,27,22,74,3.1,UZ,1599145074
579,hami,42.8,93.45,28.9,14,35,2.58,CN,1599145074
580,nuuk,64.18,-51.72,7.89,52,75,4.6,GL,1599144795
581,miracema do tocantins,-9.56,-48.4,36.27,19,27,4.2,BR,1599144809
582,ventspils,57.39,21.56,18,72,37,5.1,LV,1599145075
583,rio grande,-32.03,-52.1,16.67,73,94,4.02,BR,1599145054
585,kutum,14.2,24.67,29,44,91,4.56,SD,1599145076
586,lata,40.16,-8.33,32.51,19,0,2.24,PT,1599145076
587,caravelas,-17.71,-39.25,26.19,54,0,3.87,BR,1599145076
588,guaruja,-23.99,-46.26,27.89,58,0,2.6,BR,1599144653
589,moravska trebova,49.76,16.66,20.25,51,32,1.79,CZ,1599145077
590,te anau,-45.42,167.72,6,81,100,3.55,NZ,1599145077
591,te karaka,-38.47,177.87,6.6,87,93,1.19,NZ,1599145077
592,chegdomyn,51.12,133.02,16.55,88,100,2.36,RU,1599145078
