,City,Lat,Lng,Temp,Humidity,Cloudiness,Wind Speed,Country,Date
425,westport,41.14,-73.36,83.64,61,1,11.41,US,1599248358
426,college,64.86,-147.8,46.76,87,90,8.05,US,1599248382
428,surt,31.21,16.59,79.47,81,0,13.44,LY,1599248656
430,montbrison,45.67,4.08,77.0,36,0,8.05,FR,1599248658
432,kruisfontein,-34.0,24.73,59.67,61,0,14.52,ZA,1599248432
433,awjilah,29.11,21.29,89.26,32,0,14.85,LY,1599248659
434,prince rupert,54.32,-130.32,57.2,93,90,2.24,CA,1599248442
435,eureka,40.8,-124.16,62.96,18,41,5.97,US,1599248574
436,mol,51.19,5.11,60.51,77,43,4.7,BE,1599248660
437,usinsk,65.99,57.53,47.23,85,45,6.53,RU,1599248661
438,zhengjiatun,43.51,123.51,64.2,79,100,20.58,CN,1599248661
439,kerema,-7.96,145.78,76.59,88,100,4.27,PG,1599248661
440,pemba,-12.97,40.52,75.09,78,40,18.34,MZ,1599248662
441,osuna,37.24,-5.11,85.12,39,0,9.17,ES,1599248663
442,toledo,39.83,-4.0,85.46,29,0,7.85,ES,1599248663
443,coquimbo,-29.95,-71.34,59.0,72,75,12.75,CL,1599248664
444,mosquera,4.71,-74.23,68.0,42,40,9.17,CO,1599248664
445,biltine,14.53,20.92,81.16,65,96,6.38,TD,1599248665
446,oktyabrskiy,54.48,53.47,45.16,82,0,2.66,RU,1599248665
447,ippy,6.27,21.22,70.93,93,96,1.14,CF,1599248665
448,burgos,42.34,-3.71,71.6,46,0,3.36,ES,1599248666
449,svetlogorsk,52.63,29.73,55.17,79,0,1.86,BY,1599248666
450,laguna,38.42,-121.42,82.96,50,1,3.36,US,1599248666
451,kidal,18.44,1.41,95.25,30,34,0.94,ML,1599248667
452,inirida,3.87,-67.92,89.91,60,99,2.08,CO,1599248667
453,sao gabriel da cachoeira,-0.13,-67.09,95.0,53,20,5.82,BR,1599248667
454,mahina,-17.51,-149.49,82.4,58,40,14.99,PF,1599248668
456,syracuse,37.09,15.28,78.87,73,20,4.7,IT,1599248555
457,udachnyy,66.42,112.4,46.4,75,0,2.24,RU,1599248669
458,gorontalo,0.54,123.06,74.34,87,9,2.68,ID,1599248669
459,saraland,30.82,-88.07,92.19,49,40,4.7,US,1599248670
460,maragogi,-9.01,-35.22,74.57,80,80,9.89,BR,1599248670
461,finschhafen,-6.6,147.87,78.17,79,84,9.75,PG,1599248670
463,kargil,34.57,76.1,54.73,54,10,4.41,IN,1599248671
464,kirkintilloch,55.94,-4.15,53.55,81,20,10.29,GB,1599248671
465,kumi,36.11,128.34,66.85,88,75,3.36,KR,1599248671
466,hobyo,5.35,48.53,76.86,78,76,28.07,SO,1599248672
467,hay river,60.82,-115.8,57.2,54,75,8.05,CA,1599248672
468,ayan,56.45,138.17,51.84,93,100,17.76,RU,1599248543
469,nicoya,10.15,-85.45,86.0,74,75,11.41,CR,1599248672
470,jiamusi,46.83,130.35,58.8,76,0,12.19,CN,1599248673
471,kasongo-lunda,-6.47,16.82,79.93,51,1,1.57,CD,1599248673
472,broken hill,-31.95,141.43,51.8,57,0,1.34,AU,1599248673
473,lososina,49.0,140.31,58.17,92,0,3.38,RU,1599248673
474,oberwart,47.29,16.21,63.84,87,20,2.68,AT,1599248674
475,ust-maya,60.42,134.53,50.49,94,100,8.61,RU,1599248674
476,maniitsoq,65.42,-52.9,47.48,88,93,2.68,GL,1599248674
477,mayskiy,47.69,40.1,77.0,20,100,20.13,RU,1599248675
478,cruzeiro,-22.58,-44.96,91.4,17,20,4.7,BR,1599248675
479,bengkulu,-3.8,102.27,75.34,90,94,4.47,ID,1599248675
480,howard springs,-12.5,131.05,71.83,88,0,2.64,AU,1599248676
481,corrente,-3.74,-43.34,91.11,39,23,4.38,BR,1599248676
482,winnipeg,49.88,-97.15,65.8,37,20,20.8,CA,1599248453
483,sibolga,1.74,98.78,74.79,86,98,2.89,ID,1599248677
484,los algarrobos,8.5,-82.43,84.2,70,40,4.7,PA,1599248677
485,wamba,8.93,8.6,74.01,91,100,5.41,NG,1599248678
486,bubaque,11.28,-15.83,79.72,83,56,10.98,GW,1599248679
487,mecca,21.43,39.83,91.69,31,0,4.36,SA,1599248426
488,mezokovacshaza,46.4,20.92,59.32,82,0,2.24,HU,1599248679
489,usogorsk,63.41,48.69,49.84,92,48,5.77,RU,1599248679
490,ixtapa,20.7,-105.2,90.3,75,20,9.17,MX,1599248680
491,varnamo,57.19,14.04,55.99,82,100,7.85,SE,1599248680
492,presidencia roque saenz pena,-26.79,-60.44,77.07,30,0,9.26,AR,1599248680
494,miri,4.41,114.01,78.8,94,40,4.7,MY,1599248681
495,kedougou,12.56,-12.17,74.46,93,64,3.44,SN,1599248681
496,ostersund,63.18,14.64,55.4,82,88,8.05,SE,1599248681
497,ginir,7.13,40.7,61.05,87,97,7.2,ET,1599248682
498,lavrentiya,65.58,-171.0,40.91,77,100,2.48,RU,1599248483
499,carutapera,-1.2,-46.02,82.06,72,0,9.24,BR,1599248500
500,fukue,32.69,128.84,77.9,77,91,17.69,JP,1599248682
502,londoko,49.03,131.98,53.46,97,35,3.96,RU,1599248683
503,luanda,-8.84,13.23,71.6,83,20,8.05,AO,1599248583
504,lagoa,39.05,-27.98,71.92,84,30,23.0,PT,1599248438
505,katherine,-14.47,132.27,66.2,45,0,0.6,AU,1599248683
506,soure,-0.72,-48.52,82.27,77,3,15.35,BR,1599248684
507,solnechnyy,50.72,136.63,59.7,90,3,3.78,RU,1599248490
508,roma,43.21,-75.46,73.13,49,75,13.87,US,1599248525
509,merauke,-8.47,140.33,76.95,79,31,15.7,ID,1599248684
511,tautira,-17.73,-149.15,82.4,58,40,14.99,PF,1599248685
512,ozernovskiy,51.5,156.52,50.22,87,79,2.21,RU,1599248685
513,timmins,48.47,-81.33,59.0,51,75,9.17,CA,1599248686
514,puerto escondido,15.85,-97.07,77.0,69,90,9.17,MX,1599248686
515,aljezur,37.32,-8.8,69.01,77,0,5.82,PT,1599248686
516,ombessa,4.6,11.26,69.85,97,100,4.03,CM,1599248686
517,alghero,40.56,8.32,73.4,78,0,4.7,IT,1599248687
518,arlit,18.74,7.39,94.57,32,5,4.52,NE,1599248687
519,providencia,28.72,-111.58,103.8,42,0,3.0,MX,1599248687
520,anito,12.45,125.29,77.79,88,92,4.05,PH,1599248688
521,plettenberg bay,-34.05,23.37,59.02,70,0,6.78,ZA,1599248688
522,kedainiai,55.29,23.97,62.6,77,90,4.7,LT,1599248688
523,kashipur,29.22,78.95,80.19,82,7,3.36,IN,1599248688
524,dingle,11.0,122.67,76.96,88,96,1.48,PH,1599248689
525,klooga,59.32,24.21,59.0,93,40,11.41,EE,1599248689
526,skibbereen,51.55,-9.27,55.4,71,20,12.75,IE,1599248689
527,bose,45.46,8.01,68.99,84,0,7.0,IT,1599248690
528,muzhi,65.37,64.67,39.27,86,0,3.51,RU,1599248690
529,bud,39.45,-86.18,76.46,41,1,8.05,US,1599248690
530,bismarck,46.81,-100.78,74.88,33,1,16.11,US,1599248690
531,angoram,-4.06,144.07,74.75,98,91,2.68,PG,1599248691
532,utinga,-5.82,-35.4,78.8,78,75,17.22,BR,1599248691
533,sistranda,63.73,8.83,53.6,100,75,13.87,NO,1599248547
534,mnogovershinnyy,53.94,139.92,57.51,100,97,2.68,RU,1599248691
535,narsaq,60.92,-46.05,46.4,93,75,5.82,GL,1599248692
536,astoria,46.19,-123.83,64.4,72,40,16.11,US,1599248692
537,hamilton,39.18,-84.53,79.05,36,1,11.41,US,1599248692
538,whitehorse,60.72,-135.05,51.8,50,40,2.24,CA,1599248473
539,peniche,39.36,-9.38,68.25,86,0,5.01,PT,1599248532
540,aklavik,68.22,-135.01,48.2,76,75,4.7,CA,1599248693
541,bambari,5.77,20.68,72.57,92,99,2.1,CF,1599248693
542,mayumba,-3.43,10.66,74.55,87,95,11.83,GA,1599248694
543,pacifica,37.61,-122.49,64.47,77,20,9.46,US,1599248601
544,tomatlan,19.93,-105.25,90.34,68,26,8.08,MX,1599248694
545,vaitape,-16.52,-151.75,78.24,78,4,20.2,PF,1599248522
546,noumea,-22.28,166.46,60.8,82,75,3.36,NC,1599248591
547,juneau,58.3,-134.42,55.22,76,75,9.17,US,1599248408
548,solwezi,-12.17,26.39,61.7,34,0,5.77,ZM,1599248695
549,acarau,-2.89,-40.12,81.37,67,0,20.36,BR,1599248695
550,pochutla,15.74,-96.47,86.0,58,90,17.22,MX,1599248696
551,itabuna,-14.79,-39.28,78.8,65,20,5.82,BR,1599248648
552,eagle pass,28.71,-100.5,88.0,64,68,1.01,US,1599248412
553,mercedes,-34.65,-59.43,63.32,58,3,1.61,AR,1599248478
554,petropavlovsk-kamchatskiy,53.05,158.65,42.8,100,20,4.47,RU,1599248697
555,flin flon,54.77,-101.86,59.0,41,40,11.41,CA,1599248697
556,adjumani,3.38,31.79,67.69,93,0,2.35,UG,1599248697
557,isangel,-19.55,169.27,68.27,70,72,18.05,VU,1599248420
558,kutoarjo,-7.72,109.91,76.35,84,95,4.83,ID,1599248698
559,nouakchott,18.09,-15.98,80.6,83,40,8.05,MR,1599248423
560,mount isa,-20.73,139.5,69.8,28,0,4.7,AU,1599248526
561,petropavlovka,50.61,105.32,55.38,79,91,1.23,RU,1599248699
562,bairiki,1.33,172.98,82.4,74,40,6.93,KI,1599248699
